Date,Narration,Chq./Ref.No.,Value Dt,Withdrawal Amt.,Deposit Amt.,Closing Balance
12/02/2023,UPI-NYKAA-nykaa@hdfcbank-HDFC0000212-378251421753-Payment,378251421753,12/02/2023,707.89,,56912.15
12/02/2023,UPI-SWIGGY-swiggy.instamart@icici-ICIC0000104-317484291705-UPI,317484291705,12/02/2023,94.93,,56817.22
12/02/2023,UPI-AMIT SHARMA-amit67@oksbi-UTIB0000567-272195388054-Rent Split,272195388054,12/02/2023,,1150.94,57968.16
12/02/2023,UPI-AUTO RICKSHAW-autofare.delhi@okhdfcbank-HDFC0003344-499798029092-Payment from Phone,499798029092,12/02/2023,23.72,,57944.44
13/02/2023,UPI-ZOMATO-zomato-order@ybl-YESB0000002-328847325588-UPI,328847325588,13/02/2023,251.54,,57692.90
13/02/2023,UPI-BARBEQUE NATION-bbqnation@icici-ICIC0000633-498466841117-Order Payment,498466841117,13/02/2023,427.19,,57265.71
13/02/2023,UPI-CHAI POINT-chaipoint@ybl-YESB0000601-464254084220-Payment from Phone,464254084220,13/02/2023,15.62,,57250.09
13/02/2023,UPI-CHAI POINT-chaipoint@ybl-YESB0000601-324329864957-Payment,324329864957,13/02/2023,91.63,,57158.46
13/02/2023,UPI-PRACTO-practo@icici-ICIC0000901-215425643483-Order Payment,215425643483,13/02/2023,730.82,,56427.64
14/02/2023,UPI-ZOMATO-zomato-order@ybl-YESB0000002-470413984642-Order Payment,470413984642,14/02/2023,285.15,,56142.49
14/02/2023,UPI-MEDPLUS-medplusmart@ybl-YESB0000456-417592232532-Payment from Phone,417592232532,14/02/2023,742.72,,55399.77
14/02/2023,ECOM PUR/512345XXXXXX7065/AMAZON PRIME,512345XXXXXX7065,14/02/2023,179.00,,55220.77
14/02/2023,UPI-CHAI POINT-chaipoint@ybl-YESB0000601-277403526516-UPI,277403526516,14/02/2023,90.24,,55130.53
15/02/2023,UPI-RITU REDDY-ritu903@okaxis-SBIN0002211-408503585282-For Dinner,408503585282,15/02/2023,,841.35,55971.88
15/02/2023,UPI-NITIN MEHTA-nitin872@apl-YESB0000789-298923330635-Gift,298923330635,15/02/2023,83.60,,55888.28
15/02/2023,UPI-SWIGGY-swiggy.instamart@icici-ICIC0000104-446255168848-Payment from Phone,446255168848,15/02/2023,153.22,,55735.06
15/02/2023,UPI-PARKING FEE-smartparking@paytm-PYTM0002211-269984418764-UPI,269984418764,15/02/2023,68.90,,55666.16
15/02/2023,UPI-CHAI POINT-chaipoint@ybl-YESB0000601-410660189259-Payment,410660189259,15/02/2023,35.67,,55630.49
16/02/2023,UPI-THE COFFEE HOUSE-thecoffeehouse@okaxis-UTIB0000789-364417889634-UPI,364417889634,16/02/2023,612.04,,55018.45
16/02/2023,UPI-BSES RAJDHANI POWER-bsesrajdhani@sbi-SBIN0000441-221773573586-ElectricityBill,221773573586,16/02/2023,2531.55,,52486.90
16/02/2023,UPI-LOCAL VEGETABLE VENDOR-vegvendor.rk@oksbi-SBIN0008812-313091190108-UPI,313091190108,16/02/2023,98.98,,52387.92
16/02/2023,UPI-AMIT AGARWAL-amit175@okaxis-ICIC0000345-241798557685-Payment,241798557685,16/02/2023,1187.48,,51200.44
17/02/2023,UPI-STREET FOOD STALL-streetfoodstall@ybl-YESB0000722-409961592361-Order Payment,409961592361,17/02/2023,74.19,,51126.25
17/02/2023,UPI-XEROX PRINT SHOP-xeroxshop@okaxis-UTIB0002299-252397204316-Payment from Phone,252397204316,17/02/2023,10.38,,51115.87
17/02/2023,UPI-PARKING FEE-smartparking@paytm-PYTM0002211-232488191722-UPI,232488191722,17/02/2023,53.97,,51061.90
17/02/2023,UPI-UBER INDIA-uberindia@hdfcbank-HDFC0000333-459405147027-Payment,459405147027,17/02/2023,196.10,,50865.80
18/02/2023,UPI-FLIPKART-flipkart@axisbank-UTIB0000456-222016801242-Payment,222016801242,18/02/2023,434.13,,50431.67
18/02/2023,UPI-CHAI POINT-chaipoint@ybl-YESB0000601-487335266572-UPI,487335266572,18/02/2023,39.89,,50391.78
18/02/2023,UPI-SPICE GARDEN RESTAURANT-spicegarden22@ybl-YESB0000210-429877740478-Payment,429877740478,18/02/2023,635.06,,49756.72
19/02/2023,UPI-BARBEQUE NATION-bbqnation@icici-ICIC0000633-485991461610-Payment,485991461610,19/02/2023,576.88,,49179.84
19/02/2023,ECOM PUR/400123XXXXXX4432/HOTSTAR,400123XXXXXX4432,19/02/2023,299.00,,48880.84
19/02/2023,UPI-BARBEQUE NATION-bbqnation@icici-ICIC0000633-247532454407-Payment,247532454407,19/02/2023,303.07,,48577.77
20/02/2023,UPI-SNEHA VERMA-sneha577@apl-HDFC0000234-357993574433-Rent Split,357993574433,20/02/2023,574.52,,48003.25
20/02/2023,UPI-STREET FOOD STALL-streetfoodstall@ybl-YESB0000722-384770493338-Order Payment,384770493338,20/02/2023,57.52,,47945.73
20/02/2023,UPI-TEA STALL-teastall.corner@oksbi-SBIN0009911-414914934517-Order Payment,414914934517,20/02/2023,24.39,,47921.34
20/02/2023,UPI-APOLLO PHARMACY-apollopharmacy@hdfcbank-HDFC0000678-363785938659-Payment,363785938659,20/02/2023,740.84,,47180.50
21/02/2023,UPI-SHARMA GENERAL STORE-sharmagenstore@paytm-PYTM0123456-274746970040-Payment from Phone,274746970040,21/02/2023,211.28,,46969.22
21/02/2023,UPI-LOCAL VEGETABLE VENDOR-vegvendor.rk@oksbi-SBIN0008812-215810523498-UPI,215810523498,21/02/2023,92.35,,46876.87
21/02/2023,UPI-PAYTM WALLET LOAD-paytmwallet@paytm-PYTM0000001-227730235893-Order Payment,227730235893,21/02/2023,143.54,,46733.33
21/02/2023,UPI-TEA STALL-teastall.corner@oksbi-SBIN0009911-469470306047-Order Payment,469470306047,21/02/2023,54.17,,46679.16
22/02/2023,UPI-DOMINOS PIZZA-dominos@hdfcbank-HDFC0000601-250203230806-Order Payment,250203230806,22/02/2023,318.38,,46360.78
22/02/2023,UPI-CHAI POINT-chaipoint@ybl-YESB0000601-207734655458-UPI,207734655458,22/02/2023,50.95,,46309.83
22/02/2023,UPI-RAPIDO-rapido@ybl-YESB0000091-462457310477-Payment from Phone,462457310477,22/02/2023,173.36,,46136.47
22/02/2023,UPI-PVR CINEMAS-pvrcinemas@hdfcbank-HDFC0000456-410004500300-Order Payment,410004500300,22/02/2023,206.91,,45929.56
22/02/2023,UPI-TEA STALL-teastall.corner@oksbi-SBIN0009911-258344928086-Payment from Phone,258344928086,22/02/2023,40.21,,45889.35
22/02/2023,UPI-AUTO RICKSHAW-autofare.delhi@okhdfcbank-HDFC0003344-323940348827-UPI,323940348827,22/02/2023,95.38,,45793.97
23/02/2023,UPI-INOX LEISURE-inoxleisure@icici-ICIC0000556-343003533023-Payment,343003533023,23/02/2023,380.83,,45413.14
23/02/2023,UPI-OLA CABS-olacabs@icici-ICIC0000410-484111782950-UPI,484111782950,23/02/2023,191.87,,45221.27
24/02/2023,UPI-APOLLO PHARMACY-apollopharmacy@hdfcbank-HDFC0000678-252801400474-Payment,252801400474,24/02/2023,727.29,,44493.98
24/02/2023,UPI-PAAN SHOP-paanshop.corner@okicici-ICIC0002233-384252341047-Payment from Phone,384252341047,24/02/2023,90.83,,44403.15
24/02/2023,UPI-STREET FOOD STALL-streetfoodstall@ybl-YESB0000722-343330284646-Order Payment,343330284646,24/02/2023,97.14,,44306.01
24/02/2023,UPI-INOX LEISURE-inoxleisure@icici-ICIC0000556-461069144951-Order Payment,461069144951,24/02/2023,220.11,,44085.90
24/02/2023,UPI-VIKRAM AGARWAL-vikram884@paytm-ICIC0000345-246295199871-Loan Return,246295199871,24/02/2023,345.86,,43740.04
24/02/2023,UPI-LOCAL VEGETABLE VENDOR-vegvendor.rk@oksbi-SBIN0008812-475713466222-Payment from Phone,475713466222,24/02/2023,15.37,,43724.67
24/02/2023,UPI-SWIGGY-swiggy.instamart@icici-ICIC0000104-385543861042-Payment,385543861042,24/02/2023,148.97,,43575.70
25/02/2023,UPI-AJIO-ajio@ybl-YESB0000078-412503816072-Payment from Phone,412503816072,25/02/2023,309.42,,43266.28
25/02/2023,UPI-NEW DELHI PROVISION STORE-ndps2019@okhdfcbank-HDFC0002233-210322488532-UPI,210322488532,25/02/2023,625.08,,42641.20
25/02/2023,UPI-PAAN SHOP-paanshop.corner@okicici-ICIC0002233-363405116083-Order Payment,363405116083,25/02/2023,48.36,,42592.84
25/02/2023,UPI-SWIGGY-swiggy.instamart@icici-ICIC0000104-336294788120-UPI,336294788120,25/02/2023,91.83,,42501.01
25/02/2023,UPI-GUPTA KIRANA STORE-guptakirana@oksbi-SBIN0004521-277289965502-Order Payment,277289965502,25/02/2023,466.88,,42034.13
27/02/2023,UPI-TEA STALL-teastall.corner@oksbi-SBIN0009911-458783540472-UPI,458783540472,27/02/2023,78.97,,41955.16
27/02/2023,UPI-NEW DELHI PROVISION STORE-ndps2019@okhdfcbank-HDFC0002233-394139708071-Payment,394139708071,27/02/2023,526.30,,41428.86
27/02/2023,UPI-UBER INDIA-uberindia@hdfcbank-HDFC0000333-486313184223-Order Payment,486313184223,27/02/2023,31.58,,41397.28
27/02/2023,UPI-INOX LEISURE-inoxleisure@icici-ICIC0000556-230041922871-Payment from Phone,230041922871,27/02/2023,231.32,,41165.96
27/02/2023,UPI-HP PETROL PUMP SEC-15-hppcl.sec15@icici-ICIC0000772-355124488779-Payment from Phone,355124488779,27/02/2023,726.94,,40439.02
28/02/2023,UPI-PARKING FEE-smartparking@paytm-PYTM0002211-454537478813-Payment from Phone,454537478813,28/02/2023,33.12,,40405.90
28/02/2023,UPI-ANIL SINGH-anil3@okhdfcbank-HDFC0000234-264024562279-Loan Return,264024562279,28/02/2023,63.26,,40342.64
01/03/2023,UPI-SURESH RAO-suresh395@paytm-UTIB0000567-431068807149-UPI,431068807149,01/03/2023,75.05,,40267.59
01/03/2023,POS 434358XXXXXX3267 BOOKMYSHOW GURGAON,434358XXXXXX3267,02/03/2023,209.45,,40058.14
01/03/2023,UPI-PAYTM WALLET LOAD-paytmwallet@paytm-PYTM0000001-300256230714-Payment from Phone,300256230714,01/03/2023,498.85,,39559.29
02/03/2023,UPI-SHARMA GENERAL STORE-sharmagenstore@paytm-PYTM0123456-462554165418-Payment,462554165418,02/03/2023,527.93,,39031.36
02/03/2023,UPI-AIRTEL BROADBAND-airtelbroadband@ybl-YESB0000998-473398027285-BillPayment,473398027285,02/03/2023,1196.82,,37834.54
02/03/2023,UPI-AIRTEL POSTPAID-airtel.postpaid@icici-ICIC0000112-279280165033-BillPayment,279280165033,02/03/2023,568.20,,37266.34
02/03/2023,UPI-NEW DELHI PROVISION STORE-ndps2019@okhdfcbank-HDFC0002233-378205271059-UPI,378205271059,02/03/2023,447.08,,36819.26
02/03/2023,UPI-ZEPTO-zeptonow@icici-ICIC0000201-388433716787-Payment from Phone,388433716787,02/03/2023,132.18,,36687.08
02/03/2023,UPI-INDIAN OIL PETROL PUMP-indianoilcorp@sbi-SBIN0000771-204529326985-UPI,204529326985,02/03/2023,783.74,,35903.34
03/03/2023,UPI-ZOMATO-zomato-order@ybl-YESB0000002-249169209034-Payment,249169209034,03/03/2023,253.24,,35650.10
03/03/2023,UPI-KAVITA NAIR-kavita576@oksbi-UTIB0000567-388765337929-Payment,388765337929,03/03/2023,277.90,,35372.20
03/03/2023,UPI-DMART READY-dmartready@ybl-YESB0000045-202358361363-Payment from Phone,202358361363,03/03/2023,557.36,,34814.84
03/03/2023,UPI-OLA CABS-olacabs@icici-ICIC0000410-384693029561-Order Payment,384693029561,03/03/2023,151.71,,34663.13
04/03/2023,UPI-DELHI METRO RAIL CORP-dmrcqr@sbi-SBIN0000556-275179956136-Payment,275179956136,04/03/2023,144.26,,34518.87
04/03/2023,UPI-XEROX PRINT SHOP-xeroxshop@okaxis-UTIB0002299-257285988408-Payment,257285988408,04/03/2023,103.02,,34415.85
04/03/2023,UPI-RAJESH KUMAR VERMA-rajeshverma78@oksbi-SBIN0001122-379034054959-Rent MAR23,379034054959,04/03/2023,18500.00,,15915.85
04/03/2023,POS 489562XXXXXX2752 HP PETROL PUMP SEC-15 NOIDA,489562XXXXXX2752,05/03/2023,391.20,,15524.65
04/03/2023,UPI-NYKAA-nykaa@hdfcbank-HDFC0000212-298398480232-UPI,298398480232,04/03/2023,993.24,,14531.41
04/03/2023,UPI-ZOMATO-zomato-order@ybl-YESB0000002-351390032852-Payment,351390032852,04/03/2023,209.71,,14321.70
05/03/2023,NWD-434358XXXXXX7240-HDFC0002345-ATM CASH WDL,434358XXXXXX7240,05/03/2023,500.00,,13821.70
05/03/2023,ACH D-HDFC LTD-HOMELOAN EMI-HDFCLTD40742311,HDFCLTD40742311,05/03/2023,17500.00,,-3678.30
05/03/2023,UPI-BHARAT PETROLEUM-bharatpetro@hdfcbank-HDFC0000899-318681041530-UPI,318681041530,05/03/2023,1023.58,,-4701.88
05/03/2023,ACH D-CULT FITNESS-MEMBERSHIP-CULTFIT358607,CULTFIT881177,05/03/2023,1499.00,,-6200.88
05/03/2023,POS 512345XXXXXX9255 HP PETROL PUMP SEC-15 MUMBAI,512345XXXXXX9255,06/03/2023,967.95,,-7168.83
05/03/2023,UPI-ZOMATO-zomato-order@ybl-YESB0000002-430683224467-Order Payment,430683224467,05/03/2023,112.20,,-7281.03
06/03/2023,POS 400123XXXXXX4342 AMAZON MUMBAI,400123XXXXXX4342,07/03/2023,1625.79,,-8906.82
06/03/2023,UPI-BOOKMYSHOW-bookmyshow@ybl-YESB0000345-412864036170-UPI,412864036170,06/03/2023,135.87,,-9042.69
07/03/2023,UPI-INDIAN OIL PETROL PUMP-indianoilcorp@sbi-SBIN0000771-467581422453-Order Payment,467581422453,07/03/2023,489.33,,-9532.02
07/03/2023,UPI-HP PETROL PUMP SEC-15-hppcl.sec15@icici-ICIC0000772-428317757738-Payment,428317757738,07/03/2023,822.86,,-10354.88
07/03/2023,ACH D-CAMS NPCI-ICICI PRU MF SIP-12346168,12346168,07/03/2023,6000.00,,-16354.88
07/03/2023,UPI-STREET FOOD STALL-streetfoodstall@ybl-YESB0000722-204526045958-Order Payment,204526045958,07/03/2023,48.16,,-16403.04
07/03/2023,UPI-KAVITA REDDY-kavita182@paytm-HDFC0000234-266631464877-For Dinner,266631464877,07/03/2023,126.52,,-16529.56
07/03/2023,UPI-MAKEMYTRIP-makemytrip@icici-ICIC0001002-404645022830-UPI,404645022830,07/03/2023,2348.80,,-18878.36
08/03/2023,UPI-ZOMATO-zomato-order@ybl-YESB0000002-446998138617-Payment,446998138617,08/03/2023,272.18,,-19150.54
08/03/2023,ECOM PUR/477845XXXXXX9830/NETFLIX.COM,477845XXXXXX9830,08/03/2023,649.00,,-19799.54
08/03/2023,UPI-ZOMATO-zomato-order@ybl-YESB0000002-260167353754-Order Payment,260167353754,08/03/2023,132.91,,-19932.45
08/03/2023,UPI-RAPIDO-rapido@ybl-YESB0000091-410940335262-Order Payment,410940335262,08/03/2023,135.59,,-20068.04
09/03/2023,POS 489562XXXXXX2181 NYKAA GURGAON,489562XXXXXX2181,10/03/2023,1451.48,,-21519.52
09/03/2023,CHQ PAID-100404-DOMESTIC STAFF SALARY,100551,09/03/2023,9117.83,,-30637.35
09/03/2023,ACH D-CAMS NPCI-HDFC MF SIP-56787572,56787572,09/03/2023,4000.00,,-34637.35
09/03/2023,UPI-DMART READY-dmartready@ybl-YESB0000045-492729180332-UPI,492729180332,09/03/2023,376.58,,-35013.93
09/03/2023,UPI-SWIGGY-swiggy.instamart@icici-ICIC0000104-404646346629-Payment from Phone,404646346629,09/03/2023,249.29,,-35263.22
09/03/2023,UPI-RITU MEHTA-ritu462@paytm-UTIB0000567-373658520204-Loan Return,373658520204,09/03/2023,,59.60,-35203.62
09/03/2023,UPI-CHAI POINT-chaipoint@ybl-YESB0000601-237052395441-UPI,237052395441,09/03/2023,105.63,,-35309.25
09/03/2023,POS 400123XXXXXX2417 HP PETROL PUMP SEC-15 NOIDA,400123XXXXXX2417,10/03/2023,415.33,,-35724.58
09/03/2023,POS 477845XXXXXX2154 BHARAT PETROLEUM MUMBAI,477845XXXXXX2154,10/03/2023,384.10,,-36108.68
10/03/2023,UPI-NYKAA-nykaa@hdfcbank-HDFC0000212-286511185991-UPI,286511185991,10/03/2023,1247.13,,-37355.81
10/03/2023,UPI-CHAI POINT-chaipoint@ybl-YESB0000601-241015497200-Order Payment,241015497200,10/03/2023,28.14,,-37383.95
11/03/2023,UPI-DEEPIKA GUPTA-deepika688@paytm-ICIC0000345-355048512916-UPI,355048512916,11/03/2023,134.76,,-37518.71
11/03/2023,UPI-SWIGGY-swiggy.instamart@icici-ICIC0000104-276563992599-UPI,276563992599,11/03/2023,150.40,,-37669.11
11/03/2023,UPI-HP PETROL PUMP SEC-15-hppcl.sec15@icici-ICIC0000772-383536720608-Payment,383536720608,11/03/2023,926.75,,-38595.86
11/03/2023,UPI-CAFE COFFEE DAY-ccd.payments@ybl-YESB0000132-371819444632-UPI,371819444632,11/03/2023,551.93,,-39147.79
11/03/2023,UPI-CHAI POINT-chaipoint@ybl-YESB0000601-421529692055-UPI,421529692055,11/03/2023,17.54,,-39165.33
12/03/2023,UPI-BSES RAJDHANI POWER-bsesrajdhani@sbi-SBIN0000441-374882110159-ElectricityBill,374882110159,12/03/2023,1519.14,,-40684.47
12/03/2023,UPI-TEA STALL-teastall.corner@oksbi-SBIN0009911-242243018015-Order Payment,242243018015,12/03/2023,64.44,,-40748.91
12/03/2023,UPI-MOHIT ENTERPRISES-mohitent@ybl-YESB0000501-202595066420-UPI,202595066420,12/03/2023,292.21,,-41041.12
12/03/2023,UPI-GUPTA KIRANA STORE-guptakirana@oksbi-SBIN0004521-293132765173-UPI,293132765173,12/03/2023,377.75,,-41418.87
12/03/2023,UPI-BLINKIT-blinkit.payments@axisbank-UTIB0000123-362595281971-UPI,362595281971,12/03/2023,642.64,,-42061.51
12/03/2023,UPI-AUTO RICKSHAW-autofare.delhi@okhdfcbank-HDFC0003344-400967792388-Payment,400967792388,12/03/2023,36.44,,-42097.95
12/03/2023,UPI-BOOKMYSHOW-bookmyshow@ybl-YESB0000345-464049498299-UPI,464049498299,12/03/2023,331.39,,-42429.34
12/03/2023,UPI-PAAN SHOP-paanshop.corner@okicici-ICIC0002233-286702099681-Order Payment,286702099681,12/03/2023,61.45,,-42490.79
12/03/2023,UPI-PAAN SHOP-paanshop.corner@okicici-ICIC0002233-223015851605-UPI,223015851605,12/03/2023,104.87,,-42595.66
12/03/2023,UPI-ZEPTO-zeptonow@icici-ICIC0000201-487627265690-Order Payment,487627265690,12/03/2023,132.51,,-42728.17
13/03/2023,UPI-CHAI POINT-chaipoint@ybl-YESB0000601-358146293506-Payment from Phone,358146293506,13/03/2023,105.82,,-42833.99
13/03/2023,UPI-CHAI POINT-chaipoint@ybl-YESB0000601-230695551875-UPI,230695551875,13/03/2023,69.23,,-42903.22
14/03/2023,UPI-SWIGGY-swiggy.instamart@icici-ICIC0000104-412077802906-UPI,412077802906,14/03/2023,180.15,,-43083.37
14/03/2023,ECOM PUR/400123XXXXXX8019/AMAZON PRIME,400123XXXXXX8019,14/03/2023,179.00,,-43262.37
14/03/2023,CHQ PAID-100665-DOMESTIC STAFF SALARY,100442,14/03/2023,8786.57,,-52048.94
14/03/2023,UPI-UDEMY-udemy@apl-AIRP0000045-254140257589-UPI,254140257589,14/03/2023,729.14,,-52778.08
14/03/2023,UPI-PAAN SHOP-paanshop.corner@okicici-ICIC0002233-343927811156-UPI,343927811156,14/03/2023,51.08,,-52829.16
14/03/2023,UPI-UBER INDIA-uberindia@hdfcbank-HDFC0000333-462393252911-UPI,462393252911,14/03/2023,36.64,,-52865.80
15/03/2023,UPI-NEW DELHI PROVISION STORE-ndps2019@okhdfcbank-HDFC0002233-409459849908-Order Payment,409459849908,15/03/2023,260.64,,-53126.44
16/03/2023,UPI-ZOMATO-zomato-order@ybl-YESB0000002-402631057752-Payment,402631057752,16/03/2023,129.94,,-53256.38
16/03/2023,UPI-AUTO RICKSHAW-autofare.delhi@okhdfcbank-HDFC0003344-354978816429-Payment,354978816429,16/03/2023,23.39,,-53279.77
16/03/2023,UPI-CHAI POINT-chaipoint@ybl-YESB0000601-375253078874-Payment,375253078874,16/03/2023,385.32,,-53665.09
16/03/2023,UPI-SWIGGY-swiggy.instamart@icici-ICIC0000104-327765889090-Payment,327765889090,16/03/2023,230.80,,-53895.89
16/03/2023,UPI-TEA STALL-teastall.corner@oksbi-SBIN0009911-399993735829-Order Payment,399993735829,16/03/2023,75.16,,-53971.05
17/03/2023,UPI-THE COFFEE HOUSE-thecoffeehouse@okaxis-UTIB0000789-442641464594-Payment from Phone,442641464594,17/03/2023,622.32,,-54593.37
17/03/2023,UPI-OLA CABS-olacabs@icici-ICIC0000410-394989082964-Payment,394989082964,17/03/2023,91.16,,-54684.53
17/03/2023,POS 434358XXXXXX2492 PVR CINEMAS GURGAON,434358XXXXXX2492,18/03/2023,314.91,,-54999.44
17/03/2023,UPI-UBER INDIA-uberindia@hdfcbank-HDFC0000333-485660627844-UPI,485660627844,17/03/2023,166.66,,-55166.10
17/03/2023,UPI-DOMINOS PIZZA-dominos@hdfcbank-HDFC0000601-423271504506-Order Payment,423271504506,17/03/2023,184.95,,-55351.05
18/03/2023,UPI-SWIGGY-swiggy.instamart@icici-ICIC0000104-373845481945-Order Payment,373845481945,18/03/2023,239.51,,-55590.56
18/03/2023,UPI-SHREYA KUMAR-shreya744@apl-YESB0000789-390473618724-Rent Split,390473618724,18/03/2023,110.15,,-55700.71
18/03/2023,UPI-GUPTA KIRANA STORE-guptakirana@oksbi-SBIN0004521-345308093959-UPI,345308093959,18/03/2023,347.17,,-56047.88
18/03/2023,UPI-NEW DELHI PROVISION STORE-ndps2019@okhdfcbank-HDFC0002233-324529132330-UPI,324529132330,18/03/2023,280.47,,-56328.35
18/03/2023,UPI-AUTO RICKSHAW-autofare.delhi@okhdfcbank-HDFC0003344-329706580155-UPI,329706580155,18/03/2023,84.62,,-56412.97
18/03/2023,UPI-ZOMATO-zomato-order@ybl-YESB0000002-452439274674-Payment,452439274674,18/03/2023,110.40,,-56523.37
19/03/2023,ECOM PUR/477845XXXXXX7543/HOTSTAR,477845XXXXXX7543,19/03/2023,299.00,,-56822.37
19/03/2023,UPI-SPICE GARDEN RESTAURANT-spicegarden22@ybl-YESB0000210-471937644949-Order Payment,471937644949,19/03/2023,161.55,,-56983.92
19/03/2023,UPI-UBER INDIA-uberindia@hdfcbank-HDFC0000333-473432324365-Payment from Phone,473432324365,19/03/2023,56.52,,-57040.44
20/03/2023,UPI-PAAN SHOP-paanshop.corner@okicici-ICIC0002233-344089982637-UPI,344089982637,20/03/2023,46.16,,-57086.60
20/03/2023,UPI-DELHI METRO RAIL CORP-dmrcqr@sbi-SBIN0000556-204331124949-UPI,204331124949,20/03/2023,59.72,,-57146.32
20/03/2023,UPI-TEA STALL-teastall.corner@oksbi-SBIN0009911-219502449843-Order Payment,219502449843,20/03/2023,67.67,,-57213.99
21/03/2023,UPI-ZEPTO-zeptonow@icici-ICIC0000201-422712634709-Order Payment,422712634709,21/03/2023,393.37,,-57607.36
21/03/2023,UPI-BARBEQUE NATION-bbqnation@icici-ICIC0000633-309010064094-UPI,309010064094,21/03/2023,639.43,,-58246.79
23/03/2023,UPI-DELHI METRO RAIL CORP-dmrcqr@sbi-SBIN0000556-445226749332-Order Payment,445226749332,23/03/2023,40.21,,-58287.00
23/03/2023,UPI-SPICE GARDEN RESTAURANT-spicegarden22@ybl-YESB0000210-357970224714-Order Payment,357970224714,23/03/2023,434.20,,-58721.20
23/03/2023,UPI-DELHI METRO RAIL CORP-dmrcqr@sbi-SBIN0000556-243256093455-UPI,243256093455,23/03/2023,187.86,,-58909.06
23/03/2023,UPI-ZOMATO-zomato-order@ybl-YESB0000002-423423491496-Payment from Phone,423423491496,23/03/2023,201.06,,-59110.12
23/03/2023,UPI-DELHI METRO RAIL CORP-dmrcqr@sbi-SBIN0000556-338727590475-Payment from Phone,338727590475,23/03/2023,120.78,,-59230.90
23/03/2023,UPI-BIGBASKET-bigbasket@hdfcbank-HDFC0000001-454633679853-UPI,454633679853,23/03/2023,642.32,,-59873.22
24/03/2023,UPI-CHAI POINT-chaipoint@ybl-YESB0000601-489467964616-Payment from Phone,489467964616,24/03/2023,103.68,,-59976.90
24/03/2023,UPI-PARKING FEE-smartparking@paytm-PYTM0002211-312013025127-UPI,312013025127,24/03/2023,12.31,,-59989.21
24/03/2023,UPI-BARBEQUE NATION-bbqnation@icici-ICIC0000633-485988642765-Payment,485988642765,24/03/2023,341.68,,-60330.89
24/03/2023,UPI-DELHI METRO RAIL CORP-dmrcqr@sbi-SBIN0000556-325882788436-UPI,325882788436,24/03/2023,44.33,,-60375.22
24/03/2023,UPI-BLINKIT-blinkit.payments@axisbank-UTIB0000123-217302581974-Order Payment,217302581974,24/03/2023,188.49,,-60563.71
25/03/2023,UPI-APOLLO PHARMACY-apollopharmacy@hdfcbank-HDFC0000678-465237735603-Order Payment,465237735603,25/03/2023,344.79,,-60908.50
25/03/2023,UPI-THE COFFEE HOUSE-thecoffeehouse@okaxis-UTIB0000789-413227906853-Payment,413227906853,25/03/2023,341.32,,-61249.82
25/03/2023,UPI-SHARMA GENERAL STORE-sharmagenstore@paytm-PYTM0123456-298879299243-Payment from Phone,298879299243,25/03/2023,324.45,,-61574.27
25/03/2023,UPI-BIGBASKET-bigbasket@hdfcbank-HDFC0000001-404218016375-UPI,404218016375,25/03/2023,305.05,,-61879.32
25/03/2023,UPI-PARKING FEE-smartparking@paytm-PYTM0002211-495248622840-Order Payment,495248622840,25/03/2023,72.53,,-61951.85
25/03/2023,UPI-RAPIDO-rapido@ybl-YESB0000091-392882356255-Payment,392882356255,25/03/2023,125.88,,-62077.73
25/03/2023,UPI-THE COFFEE HOUSE-thecoffeehouse@okaxis-UTIB0000789-296805503000-Payment,296805503000,25/03/2023,278.93,,-62356.66
25/03/2023,UPI-OXFORD BOOKSTORE-oxfordbooks.cp@sbi-SBIN0003321-447466263504-Order Payment,447466263504,25/03/2023,423.29,,-62779.95
25/03/2023,POS 434358XXXXXX1001 PVR CINEMAS MUMBAI,434358XXXXXX1001,26/03/2023,254.65,,-63034.60
27/03/2023,UPI-ZEPTO-zeptonow@icici-ICIC0000201-220579012471-Order Payment,220579012471,27/03/2023,650.01,,-63684.61
